LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,ICU COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,,PARAM_TYPE
Sodium,Sodium,Na,verify,,50983,SODIUM,,labevents,808489,CHEMISTRY,,BLOOD,2/1/2951,,,
Sodium,Sodium,Na,verify,,837,Sodium (135-148),,chartevents,222389,Chemistry,,,,carevue,,
Sodium,Sodium,Na,verify,,1536,Sodium,,chartevents,172697,Chemistry,,,,carevue,,
Sodium,Sodium,Na,verify,,3803,Sodium  (135-148),,chartevents,15768,Chemistry,,,,carevue,,
Sodium,Sodium (serum),Na (serum),verify,,220645,Sodium (serum),None,chartevents,162677,Labs,,,,metavision,,Numeric
Sodium,Sodium (whole blood),Na (whole blood),verify,,50824,"SODIUM, WHOLE BLOOD",,labevents,71503,BLOOD GAS,,BLOOD,2947-0,,,
Sodium,Sodium (whole blood),Na (whole blood),verify,,226534,Sodium (whole blood),None,chartevents,16627,Labs,,,,metavision,,Numeric
Troponin-I,Troponin-I,TropI,verify,,51002,TROPONIN I,,labevents,11468,CHEMISTRY,,BLOOD,10839-9,,,
Troponin-I,Troponin-I,TropI,verify,,851,Troponin,,chartevents,5149,Enzymes,,,,carevue,,
Troponin-T,Troponin-T,TropT,verify,,51003,TROPONIN T,,labevents,87244,CHEMISTRY,,BLOOD,7/1/6598,,,
Troponin-T,Troponin-T,TropT,verify,,227429,Troponin-T,None,chartevents,23324,Labs,,,,metavision,,Numeric with tag
Urine output,Urine output,,verify,,40069,Urine Out Void,,outputevents,69467,,,,,carevue,,
Urine output,Urine output,,verify,,40094,Urine Out Condom Cath,,outputevents,10006,,,,,carevue,,
Urine output,Urine output (foley),,verify,,40055,Urine Out Foley,,outputevents,1917527,,,,,carevue,,
Urine output,Urine output (foley),,verify,,226559,Foley,mL,outputevents,1186717,Output,,,,metavision,,Numeric
White blood cell count,White blood cell count,WBC,verify,,51301,WHITE BLOOD CELLS,,labevents,753301,HEMATOLOGY,,BLOOD,804-5,,,
White blood cell count,White blood cell count,WBC,verify,,861,"WBC (4-11,000)",,chartevents,178460,Hematology,,,,carevue,,
White blood cell count,White blood cell count,WBC,verify,,1127,"WBC   (4-11,000)",,chartevents,169818,Hematology,,,,carevue,,
White blood cell count,White blood cell count,WBC,verify,,1542,WBC,,chartevents,138619,Hematology,,,,carevue,,
White blood cell count,White blood cell count,WBC,verify,,220546,WBC,None,chartevents,133356,Labs,,,,metavision,,Numeric
White blood cell count,White blood cell count,WBC,verify,,51516,WBC,,labevents,84688,HEMATOLOGY,,URINE,4/1/5821,,,
White blood cell count,White blood cell count,WBC,verify,,4200,WBC 4.0-11.0,,chartevents,8919,Heme/Coag,,,,carevue,,
White blood cell count,White blood cell count,WBC,verify,,51300,WBC COUNT,,labevents,2371,HEMATOLOGY,,BLOOD,26464-8,,,
Capillary refill rate,Capillary refill rate,CRR,ready,,3348,Capillary Refill,,chartevents,440467,,,,,carevue,,Binary
Capillary refill rate,Capillary refill rate,CRR,ready,,115,Capillary Refill [Right],,chartevents,18631,,,,,carevue,,Binary
Capillary refill rate,Capillary refill rate,CRR,ready,,8377,Capillary Refill [Left],,chartevents,17172,,,,,carevue,,Binary
Diastolic blood pressure,Diastolic blood pressure (arterial),ABPd,ready,,8368,Arterial BP [Diastolic],,chartevents,2088638,,,,,carevue,,
Diastolic blood pressure,Diastolic blood pressure (arterial),ABPd,ready,,220051,Arterial Blood Pressure diastolic,mmHg,chartevents,1149537,Routine Vital Signs,,,,metavision,,Numeric
Diastolic blood pressure,Diastolic blood pressure (arterial),ABPd,ready,,225310,ART BP Diastolic,mmHg,chartevents,86507,Routine Vital Signs,,,,metavision,,Numeric
Diastolic blood pressure,Diastolic blood pressure (arterial),ABPd,ready,,8555,Arterial BP #2 [Diastolic],,chartevents,18820,,,,,carevue,,
Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8441,NBP [Diastolic],,chartevents,1580652,,,,,carevue,,
Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,220180,Non Invasive Blood Pressure diastolic,mmHg,chartevents,1289885,Routine Vital Signs,,,,metavision,,Numeric
Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8502,BP Cuff [Diastolic],,chartevents,147419,,,,,carevue,,
Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8440,Manual BP [Diastolic],,chartevents,2152,,,,,carevue,,
Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8503,BP Left Arm [Diastolic],,chartevents,1921,,,,,carevue,,
Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8504,BP Left Leg [Diastolic],,chartevents,1530,,,,,carevue,,
Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8507,BP Right Leg [Diastolic],,chartevents,1520,,,,,carevue,,
Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8506,BP Right Arm [Diastolic],,chartevents,1514,,,,,carevue,,
Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,224643,Manual Blood Pressure Diastolic Left,mmHg,chartevents,671,Routine Vital Signs,,,,metavision,,Numeric
Fraction inspired oxygen,Fraction inspired oxygen,FiO2,ready,requires unit conversion or checking,3420,FIO2,,chartevents,673729,,,,,carevue,,
Fraction inspired oxygen,Fraction inspired oxygen,FiO2,ready,requires unit conversion or checking,223835,Inspired O2 Fraction,None,chartevents,558061,Respiratory,,,,metavision,,Numeric
Fraction inspired oxygen,Fraction inspired oxygen,FiO2,ready,requires unit conversion or checking,3422,FIO2 [Meas],,chartevents,242256,,,,,carevue,,
Fraction inspired oxygen,Fraction inspired oxygen,FiO2,ready,requires unit conversion or checking,189,FiO2 (Analyzed),,chartevents,7644,,,,,carevue,,
Fraction inspired oxygen,Fraction inspired oxygen,FiO2,ready,requires unit conversion or checking,727,Vision FiO2,,chartevents,544,,,,,carevue,,
Glascow coma scale eye opening,Glascow coma scale eye opening,GCS eye,ready,should we just add these up?,184,Eye Opening,,chartevents,956672,,,,,carevue,,
Glascow coma scale eye opening,Glascow coma scale eye opening,GCS eye,ready,should we just add these up?,220739,GCS - Eye Opening,,chartevents,571383,Neurological,,,,metavision,,Text
Glascow coma scale motor response,Glascow coma scale motor response,GCS motor,ready,should we just add these up?,454,Motor Response,,chartevents,952565,,,,,carevue,,
Glascow coma scale motor response,Glascow coma scale motor response,GCS motor,ready,should we just add these up?,223901,GCS - Motor Response,,chartevents,569369,Neurological,,,,metavision,,Text
Glascow coma scale total,Glascow coma scale total,GCS total,ready,,198,GCS Total,,chartevents,948148,,,,,carevue,,
Glascow coma scale verbal response,Glascow coma scale verbal response,GCS verbal,ready,should we just add these up?,723,Verbal Response,,chartevents,954700,,,,,carevue,,
Glascow coma scale verbal response,Glascow coma scale verbal response,GCS verbal,ready,should we just add these up?,223900,GCS - Verbal Response,,chartevents,569810,Neurological,,,,metavision,,Text
Glucose,Glucose,,ready,,50931,GLUCOSE,,labevents,748981,CHEMISTRY,,BLOOD,7/1/2345,,,
Glucose,Glucose,,ready,,807,Fingerstick Glucose,,chartevents,436622,Chemistry,,,,carevue,,
Glucose,Glucose,,ready,,811,Glucose (70-105),,chartevents,381822,Chemistry,,,,carevue,,
Glucose,Glucose,,ready,,1529,Glucose,,chartevents,286600,Chemistry,,,,carevue,,
Glucose,Glucose,,ready,,50809,GLUCOSE,,labevents,196734,BLOOD GAS,,BLOOD,2339-0,,,
Glucose,Glucose,,ready,,51478,GLUCOSE,,labevents,101279,HEMATOLOGY,,URINE,7/1/5792,,,
Glucose,Glucose,,ready,,3745,BloodGlucose,,chartevents,2655,Quick Admit,,,,carevue,,
Glucose,Glucose (finger stick),,ready,,225664,Glucose finger stick,None,chartevents,247833,Labs,,,,metavision,,Numeric
Glucose,Glucose (serum),,ready,,220621,Glucose (serum),None,chartevents,155071,Labs,,,,metavision,,Numeric
Glucose,Glucose (whole blood),,ready,,226537,Glucose (whole blood),None,chartevents,71057,Labs,,,,metavision,,Numeric
Heart Rate,Heart Rate,HR,ready,,211,Heart Rate,,chartevents,5190683,,,,,carevue,,
Heart Rate,Heart Rate,HR,ready,,220045,Heart Rate,bpm,chartevents,2762225,Routine Vital Signs,,,,metavision,,Numeric
Height,Height,Height,ready,requires unit conversion or checking,226707,Height,Inch,chartevents,12015,General,,,,metavision,,Numeric
Height,Height (cm),Height (cm),ready,requires unit conversion or checking,226730,Height (cm),cm,chartevents,12015,General,,,,metavision,,Numeric
Height,Height (in),Height (in),ready,requires unit conversion or checking,1394,Height Inches,,chartevents,26,,,,,carevue,,
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,52,Arterial BP Mean,,chartevents,2075364,,,,,carevue,,
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,220052,Arterial Blood Pressure mean,mmHg,chartevents,1156173,Routine Vital Signs,,,,metavision,,Numeric
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,225312,ART BP mean,mmHg,chartevents,87182,Routine Vital Signs,,,,metavision,,Numeric
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,224,IABP Mean,,chartevents,30020,,,,,carevue,,
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,6702,Arterial BP Mean #2,,chartevents,18946,,,,,carevue,,
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,224322,IABP Mean,mmHg,chartevents,8448,IABP,,,,metavision,,Numeric
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,456,NBP Mean,,chartevents,1560440,,,,,carevue,,
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,220181,Non Invasive Blood Pressure mean,mmHg,chartevents,1292916,Routine Vital Signs,,,,metavision,,Numeric
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3312,BP Cuff [Mean],,chartevents,148028,,,,,carevue,,
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3314,BP Left Arm [Mean],,chartevents,3746,,,,,carevue,,
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3316,BP Left Leg [Mean],,chartevents,2047,,,,,carevue,,
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3322,BP Right Leg [Mean],,chartevents,2032,,,,,carevue,,
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3320,BP Right Arm [Mean],,chartevents,2015,,,,,carevue,,
Oxygen saturation,Oxygen saturation,SaO2,ready,,834,SaO2,,chartevents,1716730,ABG's,,,,carevue,,
Oxygen saturation,Oxygen saturation,SaO2,ready,,50817,OXYGEN SATURATION,,labevents,173419,BLOOD GAS,,BLOOD,20564-1,,,
Oxygen saturation,Oxygen saturation,SaO2,ready,,8498,O2 sat [Post],,chartevents,1434,,,,,carevue,,
Oxygen saturation,Oxygen saturation (arterial),SaO2,ready,,220227,Arterial O2 Saturation,%,chartevents,40009,Labs,,,,metavision,,Numeric
Oxygen saturation,Pulse oximetry,SpO2,ready,,646,SpO2,,chartevents,3428011,,,,,carevue,,
Oxygen saturation,Pulse oximetry,SpO2,ready,,220277,O2 saturation pulseoxymetry,%,chartevents,2671816,Respiratory,,,,metavision,,Numeric
pH,pH,,ready,,50820,PH,,labevents,530795,BLOOD GAS,,BLOOD,11558-4,,,
pH,pH,,ready,,51491,PH,,labevents,116089,HEMATOLOGY,,URINE,2/1/5803,,,
pH,pH,,ready,,3839,ph (other),,chartevents,8403,Other ABGs,,,,carevue,,
pH,pH,,ready,,1673,PH,,chartevents,1845,,,,,carevue,,
pH,pH,,ready,,50831,PH,,labevents,1442,BLOOD GAS,,OTHER BODY FLUID,2/1/2748,,,
pH,pH,,ready,,51094,PH,,labevents,1157,CHEMISTRY,,URINE,5/1/2756,,,
pH,pH (arterial),,ready,,780,Arterial pH,,chartevents,284506,ABG,,,,carevue,,
pH,pH (arterial),,ready,,1126,Art.pH,,chartevents,267317,ABG,,,,carevue,,
pH,pH (arterial),,ready,,223830,PH (Arterial),None,chartevents,144429,Labs,,,,metavision,,Numeric
pH,pH (arterial),,ready,,4753,pH (Art),,chartevents,10407,ABG,,,,carevue,,
pH,pH (capillary),,ready,,4202,pH (cap),,chartevents,8064,Other ABGs,,,,carevue,,
pH,pH (venous),,ready,,860,Venous pH,,chartevents,11166,VBG's,,,,carevue,,
pH,pH (venous),,ready,,220274,PH (Venous),None,chartevents,8764,Labs,,,,metavision,,Numeric
Respiratory rate,Respiratory rate,RR,ready,,618,Respiratory Rate,,chartevents,3395998,,,,,carevue,,
Respiratory rate,Respiratory rate,RR,ready,,220210,Respiratory Rate,insp/min,chartevents,2737105,Respiratory,,,,metavision,,Numeric
Respiratory rate,Respiratory rate,RR,ready,,3603,Resp Rate,,chartevents,1676914,,,,,carevue,,
Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,224689,Respiratory Rate (spontaneous),insp/min,chartevents,452937,Respiratory,,,,metavision,,Numeric
Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,614,Resp Rate (Spont),,chartevents,237416,,,,,carevue,,
Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,651,Spon RR (Mech.),,chartevents,31764,,,,,carevue,,
Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,224422,Spont RR,bpm,chartevents,16463,Respiratory,,,,metavision,,Numeric
Respiratory rate,Respiratory rate (total),RR (total),ready,,615,Resp Rate (Total),,chartevents,417512,,,,,carevue,,
Respiratory rate,Respiratory rate (total),RR (total),ready,,224690,Respiratory Rate (Total),insp/min,chartevents,399752,Respiratory,,,,metavision,,Numeric
Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,51,Arterial BP [Systolic],,chartevents,2099353,,,,,carevue,,
Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,220050,Arterial Blood Pressure systolic,mmHg,chartevents,1149788,Routine Vital Signs,,,,metavision,,Numeric
Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,225309,ART BP Systolic,mmHg,chartevents,86557,Routine Vital Signs,,,,metavision,,Numeric
Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,6701,Arterial BP #2 [Systolic],,chartevents,19232,,,,,carevue,,
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,455,NBP [Systolic],,chartevents,1586769,,,,,carevue,,
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,220179,Non Invasive Blood Pressure systolic,mmHg,chartevents,1290488,Routine Vital Signs,,,,metavision,,Numeric
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3313,BP Cuff [Systolic],,chartevents,148105,,,,,carevue,,
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3315,BP Left Arm [Systolic],,chartevents,3762,,,,,carevue,,
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,442,Manual BP [Systolic],,chartevents,2565,,,,,carevue,,
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3317,BP Left Leg [Systolic],,chartevents,2052,,,,,carevue,,
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3323,BP Right Leg [Systolic],,chartevents,2039,,,,,carevue,,
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3321,BP Right Arm [Systolic],,chartevents,2032,,,,,carevue,,
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,224167,Manual Blood Pressure Systolic Left,mmHg,chartevents,740,Routine Vital Signs,,,,metavision,,Numeric
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,227243,Manual Blood Pressure Systolic Right,mmHg,chartevents,541,Routine Vital Signs,,,,metavision,,Numeric
Temperature,"Temperature (C, skin)",,ready,requires unit conversion or checking,3655,Temp Skin [C],,chartevents,533002,,,,,carevue,,
Temperature,Temperature (C),,ready,requires unit conversion or checking,677,Temperature C (calc),,chartevents,774312,,,,,carevue,,
Temperature,Temperature (C),,ready,requires unit conversion or checking,676,Temperature C,,chartevents,379232,,,,,carevue,,
Temperature,Temperature (C),,ready,requires unit conversion or checking,223762,Temperature Celsius,?C,chartevents,74144,Routine Vital Signs,,,,metavision,,Numeric
Temperature,"Temperature (F, rectal)",,ready,requires unit conversion or checking,3654,Temp Rectal [F],,chartevents,13061,,,,,carevue,,
Temperature,Temperature (F),,ready,requires unit conversion or checking,678,Temperature F,,chartevents,775928,,,,,carevue,,
Temperature,Temperature (F),,ready,requires unit conversion or checking,223761,Temperature Fahrenheit,?F,chartevents,522143,Routine Vital Signs,,,,metavision,,Numeric
Temperature,Temperature (F),,ready,requires unit conversion or checking,679,Temperature F (calc),,chartevents,376716,,,,,carevue,,
Weight,Weight (daily),,ready,requires unit conversion or checking,763,Daily Weight,,chartevents,47979,,,,,carevue,,
Weight,Weight (daily),,ready,requires unit conversion or checking,224639,Daily Weight,kg,chartevents,46452,General,,,,metavision,,Numeric
Weight,"Weight (kg, admission)",Admission Weight (Kg),ready,requires unit conversion or checking,226512,Admission Weight (Kg),kg,chartevents,22604,General,,,,metavision,,Numeric
Weight,"Weight (kg, present)",,ready,requires unit conversion or checking,3580,Present Weight  (kg),,chartevents,433011,,,,,carevue,,
Weight,Weight (kg),,ready,requires unit conversion or checking,3693,Weight Kg,,chartevents,994,,,,,carevue,,
Weight,"Weight (lb, present)",,ready,requires unit conversion or checking,3581,Present Weight  (lb),,chartevents,433005,,,,,carevue,,
Weight,"Weight (lbs, admission)",Admission Weight (lbs.),ready,requires unit conversion or checking,226531,Admission Weight (lbs.),None,chartevents,46255,General,,,,metavision,,Numeric
Weight,"Weight (oz, present)",,ready,requires unit conversion or checking,3582,Present Weight  (oz),,chartevents,433004,,,,,carevue,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,50804,CALCULATED TOTAL CO2,,labevents,490685,BLOOD GAS,,BLOOD,6/1/1959,,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,777,Arterial CO2(Calc),,chartevents,280017,ABG,,,,carevue,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",TCO2 (calc) Arterial,maybe,,225698,TCO2 (calc) Arterial,None,chartevents,140179,Labs,,,,metavision,,Numeric
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3810,Total CO2,,chartevents,21720,Chemistry,,,,carevue,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3808,TCO2        (21-30),,chartevents,9233,Chemistry,,,,carevue,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,857,Venous CO2(Calc),,chartevents,8970,VBG'S,,,,carevue,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3809,TCO2 (other),,chartevents,8435,Other ABGs,,,,carevue,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,4199,TCO2 (cap),,chartevents,8097,Other ABGs,,,,carevue,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",TCO2 (calc) Venous,maybe,,223679,TCO2 (calc) Venous,None,chartevents,4318,Labs,,,,metavision,,Numeric
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",PCO2 (Venous),maybe,,226062,Venous CO2 Pressure,mmHg,chartevents,4312,Labs,,,,metavision,,Numeric
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3773,Mix Venous CO2(calc),,chartevents,989,Mixed VBGs,,,,carevue,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3830,Venous CO2,,chartevents,886,Venous ABG,,,,carevue,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3832,Venous TCO2,,chartevents,881,Venous ABG,,,,carevue,,
Urine Appearance,Urine Appearance,,maybe,,8480,Urine [Appearance],,chartevents,720710,,,,,carevue,,
Urine Color,Urine Color,,maybe,,706,Urine [Color],,chartevents,729261,,,,,carevue,,
Urine output,Urine output,,maybe,,43175,Urine .,,outputevents,108982,,,,,carevue,,
Urine output,Urine output,,maybe,,40065,OR Out PACU Urine,,outputevents,7673,,,,,carevue,,
Urine output,Urine output,,maybe,,40061,OR Out OR Urine,,outputevents,7267,,,,,carevue,,
Urine output,Urine output,,maybe,,40715,Urine Out Suprapubic,,outputevents,6913,,,,,carevue,,
Urine output,Urine output,OR Urine,maybe,,226627,OR Urine,mL,outputevents,5928,Output,,,,metavision,,Numeric
Urine output,Urine output,,maybe,,40473,Urine Out IleoConduit,,outputevents,4813,,,,,carevue,,
Weight,Weight,,ignore,,581,Previous WeightF,,chartevents,1646896,,,,,carevue,,
Weight,Weight,,ignore,,3723,Birth Weight    (kg),,chartevents,435395,,,,,carevue,,
Weight,Weight,,ignore,,3583,Previous Weight (kg),,chartevents,416625,,,,,carevue,,
Weight,Weight,,ignore,,3692,Weight Change  (gms),,chartevents,416417,,,,,carevue,,
Weight,Weight,,ignore,,580,Previous Weight,,chartevents,146993,,,,,carevue,,
Weight,Weight,,ignore,,733,Weight Change,,chartevents,36844,,,,,carevue,,
Weight,Weight,Unintentional weight loss >10 lbs.,ignore,,225124,Unintentional weight loss >10 lbs.,,chartevents,29601,Adm History/FHPA,,,,metavision,,Checkbox
Weight,Weight,,ignore,,4183,Birthweight (kg),,chartevents,8254,,,,,carevue,,
Weight,Weight,Feeding Weight,ignore,,226846,Feeding Weight,kg,chartevents,6018,General,,,,metavision,,Numeric
